_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,notpossible,relations,events1,events2,index,notpossible_gold,number,pair1,pair2,pair3,pair4,pair5,pair6,relations_gold,sentence1,sentence1_id,sentence2,sentence2_id
1303754169,7/22/2017 21:52:03,2717140248,7/22/2017 21:51:39,false,instagc,0.974,34070076,USA,LA,Baton Rouge,174.69.129.65,,screamed for help_70_87-r-in panic_57_65,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 22:08:41,2717151481,7/22/2017 22:08:28,false,prodege,0.9727,2044524,GBR,I4,Mitcham,82.12.36.163,none are good,no_relation,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 22:39:26,2717167825,7/22/2017 22:38:49,false,prodege,0.9798,28675156,GBR,E4,Hockley,94.11.61.77,,screamed for help_70_87-r-in panic_57_65,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 23:07:01,2717180984,7/22/2017 23:05:02,false,gifthulk,0.9803,21043907,CAN,ON,Whitby,174.119.194.25,,"screamed for help_70_87-r-in panic_57_65
in panic_57_65--ran_31_34",screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 23:09:26,2717182072,7/22/2017 23:08:12,false,prodege,0.9748,25358609,USA,AZ,Phoenix,66.87.69.37,Does not state the reason for running out of the houses in panic.,no_relation,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 23:18:31,2717186470,7/22/2017 23:17:54,false,instagc,0.9794,39930719,AUS,02,Cammeray,202.159.185.33,,in panic_57_65--ran_31_34,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 23:39:17,2717197392,7/22/2017 23:38:20,false,clixsense,0.9793,6524027,USA,PA,West Chester,100.14.122.40,The cause of the events described is not stated in the text,no_relation,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 23:50:20,2717203355,7/22/2017 23:49:33,false,clixsense,0.9728,36002600,USA,NC,Charlotte,99.126.121.168,,"screamed for help_70_87-r-in panic_57_65
in panic_57_65--ran_31_34",screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/22/2017 23:58:07,2717207750,7/22/2017 23:57:53,false,instagc,0.9861,13581319,USA,IL,Bartelso,208.70.36.15,,in panic_57_65--ran_31_34,screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
1303754169,7/23/2017 00:04:24,2717210921,7/23/2017 00:04:07,false,instagc,0.9754,15577915,USA,IL,Bartelso,208.70.36.15,,"screamed for help_70_87-r-in panic_57_65
in panic_57_65--ran_31_34",screamed for help_70_87###in panic_57_65###ran_31_34,screamed__for__help_70_87###in__panic_57_65###ran_31_34,6,,241,"screamed for help_70_87, in panic_57_65","screamed for help_70_87, ran_31_34","in panic_57_65, ran_31_34",,,,,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12,She said people in the village ran out from their houses in panic and screamed for help .,37_14ecbplus.xml_12
