_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,notpossible,relations,events1,events2,index,notpossible_gold,number,pair1,pair2,pair3,pair4,pair5,pair6,relations_gold,sentence1,sentence1_id,sentence2,sentence2_id
1303754247,7/23/2017 15:39:16,2717720162,7/23/2017 15:38:59,false,prizerebel,0.9868,35607359,USA,MI,Royal Oak,24.127.131.28,,"tsunami_205_212-r-quake_187_192
tsunami_205_212--killed_84_90
tsunami_205_212-r-6 . 1 - magnitude earthquake_2_30",panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 16:21:29,2717758132,7/23/2017 16:19:38,false,prodege,0.9758,2044524,GBR,I4,Mitcham,82.12.36.163,,tsunami_205_212-r-quake_187_192,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 16:30:30,2717766106,7/23/2017 16:29:47,false,prodege,0.983,11131207,CAN,ON,Whitby,174.119.194.25,,"tsunami_205_212-r-quake_187_192
tsunami_205_212--killed_84_90
tsunami_205_212-r-6 . 1 - magnitude earthquake_2_30",panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 16:35:24,2717770526,7/23/2017 16:34:59,false,instagc,0.9855,18960682,GBR,C9,Carlisle,79.75.172.111,,"tsunami_205_212-r-quake_187_192
tsunami_205_212--killed_84_90
tsunami_205_212-r-6 . 1 - magnitude earthquake_2_30",panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 17:01:52,2717792318,7/23/2017 17:01:38,false,prodege,0.9819,26643631,CAN,ON,"",209.226.201.242,,tsunami_205_212-r-quake_187_192,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 18:11:36,2717844267,7/23/2017 18:10:07,false,clixsense,0.9879,19294877,USA,MA,Boston,71.174.186.220,,"tsunami_205_212-r-quake_187_192
tsunami_205_212--killed_84_90
tsunami_205_212-r-6 . 1 - magnitude earthquake_2_30",panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 18:41:19,2717862420,7/23/2017 18:40:57,false,neodev,0.9828,14861092,GBR,J1,Northampton,176.249.13.197,,tsunami_205_212-r-quake_187_192,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 18:45:59,2717865585,7/23/2017 18:45:23,false,instagc,0.9797,39133098,USA,AR,Pine Bluff,75.105.206.236,,tsunami_205_212-r-6 . 1 - magnitude earthquake_2_30,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 18:46:09,2717865690,7/23/2017 18:45:32,false,getpaid,0.9829,40032300,GBR,G5,Herne Bay,88.106.125.255,,"tsunami_205_212-r-quake_187_192
devastated_169_179-r-destroyed_120_129",panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
1303754247,7/23/2017 18:47:13,2717866263,7/23/2017 18:46:45,false,prodege,0.9821,31508822,CAN,AB,Calgary,66.222.231.38,,"tsunami_205_212-r-quake_187_192
devastated_169_179-r-destroyed_120_129",panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6 . 1 - magnitude earthquake_2_30###which_31_36,panic_151_156###tsunami_205_212###devastated_169_179###destroyed_120_129###injured_101_108###quake_187_192###killed_84_90###hit_37_40###6__.__1__-__magnitude__earthquake_2_30###which_31_36,2,,286,"tsunami_205_212, quake_187_192","tsunami_205_212, killed_84_90","tsunami_205_212, hit_37_40","tsunami_205_212, 6 . 1 - magnitude earthquake_2_30","tsunami_205_212, which_31_36","devastated_169_179, destroyed_120_129",,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3,"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .",37_4ecbplus.xml_3
