unit,duration,input.events1,input.pair1_noOffset,input.pair2_noOffset,input.pair3_noOffset,input.pair4_noOffset,input.pair5_noOffset,input.pair6_noOffset,input.relations,input.sentence1,input.sentence1_id,job,output.relations_noOffset.annotations,output.relations_noOffset.unique_annotations,worker,uqs,uqs_initial,event-event_pair,no_of_annotations,event-event_pair_final_score,event-event_pair_initial_score
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,attorney--handle,3,0.24932766221447036,0.2
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,attorney-r-handle,2,0.23629249940714142,0.13333333333333333
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,handle--re - hired,1,0.16466976025156999,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,handle-r-re - hired,2,0.14459179500336705,0.13333333333333333
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,case--handle,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,case-r-handle,2,0.0988046804173725,0.13333333333333333
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,attorney--re - hired,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,attorney-r-re - hired,1,0.07927976308168334,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,attorney--case,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,attorney-r-case,1,0.029496086761795267,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,case--re - hired,1,0.06948919531397546,0.06666666666666667
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,case-r-re - hired,0,0.0,0.0
1540137353,93.400000000000006,handle_57_63###attorney_32_40###re - hired_12_22###case_68_72,"attorney, handle","handle, re - hired","case, handle","attorney, re - hired","attorney, case","case, re - hired",no_relation,The actress re - hired longtime attorney Shawn Holley to handle her case .,1_8ecbplus.xml_4,crowdflower/causal_relation_noOffset_lemma_all_batch3,17,9,15,0.10836902260803304,0.10870679583212473,no_relation,4,0.17199808088187798,0.26666666666666666
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stopping","close, defending","close, won","close, round","close, fight","defending, stopping","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11976122744655283,0.10490635422549519,close--stopping,1,0.04527086241678981,0.06666666666666667
1540216466,69.13333333333334,fight_207_212###close_235_240###stopping_145_153###defending_68_77###won_19_22###round_196_201###fight_41_46,"close, stopping","close, defending","close, won","close, round","close, fight","defending, stopping","close_235_240-r-defending_68_77
close_235_240-r-won_19_22","Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close .",7_5ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch3,20,11,15,0.11976122744655283,0.10490635422549519,close-r-stopping,3,0.24864939332270133,0.2
