worker,duration,output.relations_lemma.count,job,judgment,unit,wqs,wqs_initial
44196945,203.0,1.0,1,1,1,0.0,0.0
39664721,73.0,1.0,1,2,2,9.05351188554e-05,0.00230534722989
43645733,37.0,1.0,1,3,3,0.000122328405985,0.000693415917985
43984981,31.0714285714,1.0,1,28,28,0.00117866051086,0.00270988782753
43314753,46.5,2.0,1,2,2,0.0021510257119,0.0156702094596
43332393,126.333333333,1.0,1,3,3,0.00232849807752,0.0102185380567
34534543,165.0,1.0,1,1,1,0.00281803637646,0.00547832134891
43923861,66.0,1.0,1,1,1,0.00282928056447,0.00591147063287
43971951,24.3333333333,1.0,1,9,9,0.00359407119615,0.0804192413751
44022928,13.1428571429,1.0,1,7,7,0.00374402245677,0.0775929307249
44214817,21.375,2.375,1,8,8,0.00450344969732,0.0125677668897
44207097,244.25,1.0,1,12,12,0.00535214991045,0.0176680514125
43975211,65.3076923077,1.0,1,13,13,0.00569032045545,0.0645471446361
43883205,19.0666666667,1.0,1,15,15,0.00643200099336,0.0603506733912
42577934,40.6666666667,1.06666666667,1,15,15,0.011793585606,0.0178972254113
44208196,206.071428571,1.0,1,14,14,0.014912887882,0.0318893371574
25496660,15.6,2.0,1,5,5,0.0163078538779,0.0352177315467
43713735,33.3333333333,1.0,1,6,6,0.0189151553,0.0309162669315
42693607,52.0465116279,1.02325581395,1,43,43,0.0207593106368,0.0341950290794
44208285,110.75,1.0,1,4,4,0.0233511443974,0.0324381906719
44250230,88.5,2.0,1,2,2,0.0292199030919,0.0776306055128
30145358,72.0,1.0,1,1,1,0.0292865911498,0.0582015510273
7348582,50.5,1.0,1,2,2,0.0293449026607,0.0242285901893
44181754,198.666666667,1.06666666667,1,15,15,0.0326266964656,0.0383496173375
18549673,56.0,1.0,1,1,1,0.034977363585,0.0621473457244
44101328,60.0,1.08333333333,1,12,12,0.0365759926405,0.0392306953233
44222882,99.0666666667,1.0,1,15,15,0.0418177159573,0.0614331612779
43630454,43.2040816327,1.0612244898,1,49,49,0.0437487050103,0.0436656866732
36891115,86.03125,1.21875,1,32,32,0.0460633058017,0.0347227520826
40735073,123.25,1.75,1,8,8,0.0473154528907,0.0691646054793
44229659,38.2,1.0,1,5,5,0.0500509621891,0.0597917922394
44180540,31.375,1.0,1,16,16,0.0507080898996,0.0480252984213
44215040,45.9333333333,1.0,1,15,15,0.0522172838106,0.0423882680006
44229723,47.05,1.0,1,20,20,0.0533263046763,0.0305011968913
44282818,53.5333333333,1.0,1,15,15,0.0568193746574,0.0496772369831
44177859,345.571428571,1.0,1,7,7,0.0580193621777,0.0441092105509
44282879,47.1333333333,1.26666666667,1,15,15,0.0582908242566,0.0777490955788
24992939,19.9189189189,1.13513513514,1,37,37,0.0606649862814,0.0545931685863
17950689,114.56,1.0,1,50,50,0.0650104228935,0.05158557807
44228548,72.125,1.0,1,16,16,0.065747695463,0.0570990429474
44099814,125.0,2.0,1,1,1,0.0672143024017,0.0673508216915
43975115,87.0,1.11111111111,1,9,9,0.0791167236851,0.0664469152835
42544704,17.0,1.0,1,1,1,0.0811420431497,0.124695937278
13197642,47.6666666667,1.73333333333,1,15,15,0.0844414492424,0.0598072865332
42820715,90.2,1.66666666667,1,15,15,0.0853609142787,0.0807062241942
44099994,36.25,1.1875,1,16,16,0.0903270332556,0.0722059823203
20179847,58.5,1.0,1,2,2,0.0921986371086,0.0977247120169
43859546,46.5,2.5,1,2,2,0.0925229751775,0.0727401147296
43951421,46.0,1.4,1,5,5,0.0928082912504,0.0767511265425
44116196,25.8888888889,2.0,1,9,9,0.0937531635549,0.0897319020626
44012585,241.857142857,1.14285714286,1,7,7,0.094211583513,0.0897279888466
