unit,duration,input.events1,input.pair1_lemma,input.pair2_lemma,input.pair3_lemma,input.pair4_lemma,input.pair5_lemma,input.pair6_lemma,input.relations,input.sentence1,input.sentence1_id,job,output.relations_lemma.annotations,output.relations_lemma.unique_annotations,worker,uqs,uqs_initial,event-event_pair,no_of_annotations,event-event_pair_final_score,event-event_pair_initial_score
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,hurl--storm,3,0.05555768262221868,0.2
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,hurl-r-storm,4,0.3060451515073542,0.26666666666666666
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,engulf--storm,1,0.07293912441258867,0.06666666666666667
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,engulf-r-storm,2,0.16555449918438858,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,storm--try,0,0.0,0.0
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,storm-r-try,1,0.09531430478373475,0.06666666666666667
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,dead--storm,2,0.1954278012027826,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,dead-r-storm,2,0.12879530566222788,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,storm--torch,2,0.18586499258711794,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,storm-r-torch,0,0.0,0.0
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurl, storm","engulf, storm","storm, try","dead, storm","storm, torch","engulf, hurl",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400869422321531,0.091251296323271544,engulf--hurl,2,0.0729404702022929,0.13333333333333333
