unit,duration,input.events1,input.pair1_noOffset,input.pair2_noOffset,input.pair3_noOffset,input.pair4_noOffset,input.pair5_noOffset,input.pair6_noOffset,input.relations,input.sentence1,input.sentence1_id,job,output.relations_noOffset.annotations,output.relations_noOffset.unique_annotations,worker,uqs,uqs_initial,event-event_pair,no_of_annotations,event-event_pair_final_score,event-event_pair_initial_score
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,hurled--storm,3,0.05551098086439233,0.2
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,hurled-r-storm,4,0.3060178466583779,0.26666666666666666
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,engulfed--storm,1,0.07271131767669514,0.06666666666666667
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,engulfed-r-storm,2,0.1662311636473673,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,storm--tried,0,0.0,0.0
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,storm-r-tried,1,0.09545826247375629,0.06666666666666667
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,dead--storm,2,0.19509048660422693,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,dead-r-storm,2,0.12962582880749787,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,storm--torched,2,0.18609908875518386,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,storm-r-torched,0,0.0,0.0
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,engulfed--hurled,2,0.072712649584697,0.13333333333333333
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,engulfed-r-hurled,1,0.0772049259494604,0.06666666666666667
1535612049,76.400000000000006,Riots_0_5###storm_148_153###hurled_167_173###engulfed_73_81###tried_139_144###dead_64_68###torched_206_213,"hurled, storm","engulfed, storm","storm, tried","dead, storm","storm, torched","engulfed, hurled",storm_148_153--dead_64_68,"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings .",8_3ecbplus.xml_3,crowdflower/causal_relation_noOffset_lemma_all_batch2,21,11,15,0.10400974870763392,0.091251296323271544,no_relation,1,0.10940109987802353,0.06666666666666667
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes--spread,3,0.19899486607042588,0.2
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes-r-spread,2,0.15672162305651602,0.13333333333333333
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes--tried,0,0.0,0.0
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes-r-tried,2,0.060818011168759595,0.13333333333333333
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes--death,0,0.0,0.0
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes-r-death,4,0.35549476569029304,0.26666666666666666
1535613003,82.86666666666666,made the round_44_58###clashes_75_82###spread_94_100###tried_195_200###death_17_22###gathered_143_151###visit_204_209,"clashes, spread","clashes, tried","clashes, death","clashes, gathered","clashes, visit","spread, tried",spread_94_100-r-tried_195_200,"After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site .",8_6ecbplus.xml_16,crowdflower/causal_relation_noOffset_lemma_all_batch2,17,9,15,0.12997109343647154,0.10312787737853514,clashes--gathered,2,0.18736440964663847,0.13333333333333333
