worker,duration,output.relations_lemma.count,job,judgment,unit,wqs,wqs_initial
7265244,38.0,2.0,1,1,1,0.0,0.0
43708576,103.0,1.0,1,1,1,7.20372519151e-06,0.00608040379113
18969291,6.0,1.0,1,1,1,1.19686567457e-05,0.00636336290268
40703758,139.25,1.0,1,4,4,2.2444547499e-05,0.00111398495977
44209263,28.0,2.0,1,1,1,0.00141442612132,0.019090088708
44276053,381.0,2.0,1,1,1,0.00595671874609,0.0211663212163
44162427,212.8,1.0,1,15,15,0.00822865073224,0.0195433387485
44217106,45.4375,1.0,1,16,16,0.00844058196251,0.0261348463328
44064888,107.571428571,1.0,1,7,7,0.00900590093332,0.029951789301
25496660,10.0,1.0,1,1,1,0.00910527808497,0.0542165257524
27597031,10.0,1.0,1,3,3,0.0103530685689,0.0257890726926
44031573,38.0,1.0,1,5,5,0.0109462379779,0.0148544762805
44191955,21.1,1.0,1,10,10,0.011412120629,0.0335829318946
28526462,53.0,1.0,1,1,1,0.0115465789322,0.0311739843194
36891115,40.72,1.04,1,25,25,0.0154736888617,0.0218474394848
43984981,98.5454545455,1.04545454545,1,22,22,0.0155633104897,0.0306544603679
44228548,120.0,1.0,1,1,1,0.0156491228982,0.0227302081193
15261099,7.0,1.0,1,1,1,0.0230949287629,0.0630818103019
43959305,13.0,1.0,1,1,1,0.0265819554189,0.0771192233953
43939704,15.0,1.0,1,1,1,0.0265819554189,0.0771192233953
44005605,99.3333333333,1.0,1,9,9,0.0287919079304,0.0387695184068
41601719,67.5,4.5,1,2,2,0.0289831156028,0.0228518334763
17950689,87.4893617021,1.0,1,47,47,0.0347491471445,0.0441735319492
43611950,22.5,1.75,1,4,4,0.0399903293637,0.0354309947765
44170083,82.9285714286,1.07142857143,1,28,28,0.0446173423959,0.0507552474259
44176903,55.75,1.25,1,4,4,0.0488813319447,0.0262296042677
44275976,115.0,1.0,1,1,1,0.0491422897808,0.106111621815
44230164,91.6,2.0,1,5,5,0.0491910061436,0.0820813163103
44126671,28.5,1.0,1,4,4,0.0506166306663,0.0572097605095
44282818,49.5,1.0,1,2,2,0.0509524802167,0.132534996473
44233968,24.5,1.0,1,2,2,0.0524070862067,0.0935781020496
44215146,84.0,1.0,1,2,2,0.0524070862067,0.0935781020496
41127744,48.9666666667,1.13333333333,1,30,30,0.0536306466724,0.0560309590655
34366329,62.0,1.0,1,1,1,0.0572628973919,0.0571092189203
44054282,98.9,1.8,1,10,10,0.0582432420891,0.0905229560392
44101328,80.0,2.0,1,1,1,0.0587408766511,0.05337607607
44177859,31.8181818182,1.0,1,11,11,0.0630084405707,0.0684489697461
43498598,10.0,1.66666666667,1,3,3,0.0636560382633,0.046680140943
43630454,66.3076923077,1.19230769231,1,52,52,0.0657888496225,0.0577992235947
43887314,123.571428571,1.33333333333,1,21,21,0.0709325545917,0.0467968016827
44044125,19.0,1.0,1,5,5,0.0720930857559,0.0587288008411
44292353,45.9090909091,1.36363636364,1,11,11,0.0724850681706,0.0746440933485
44234175,41.8636363636,1.0,1,22,22,0.0802679213121,0.0731508767003
44237591,8.5,4.5,1,2,2,0.0813333191642,0.148669209823
44248178,23.3684210526,1.63157894737,1,19,19,0.0868440812153,0.119654083809
44208493,94.0,2.0,1,1,1,0.0888568248933,0.0953316282998
44301971,262.2,1.0,1,5,5,0.0893052261412,0.0645008607741
43987776,33.0,1.0,1,7,7,0.0914970365003,0.0819169491408
44217097,41.3703703704,1.0,1,27,27,0.0917190329703,0.0895931150915
39531214,28.7,2.13333333333,1,30,30,0.0921411011725,0.0578602506082
20483583,49.5,1.25,1,4,4,0.0922661932624,0.142691320233
44251435,51.5333333333,1.06666666667,1,15,15,0.0926250674612,0.0695544322056
44049964,43.8,1.1,1,20,20,0.0970177657897,0.0740066879138
38517728,62.2727272727,1.0,1,11,11,0.0971698960969,0.0854077153597
44303302,174.75,2.25,1,4,4,0.0991143121317,0.0857472666494
42609241,74.8863636364,1.09090909091,1,44,44,0.0997962783398,0.0955329108392
43858672,41.4444444444,1.0,1,9,9,0.100650022442,0.0906833203956
39570145,84.0,5.0,1,1,1,0.103430311461,0.0787323906973
19854505,64.7142857143,1.0,1,7,7,0.107262246437,0.0804478113632
44015607,225.888888889,1.55555555556,1,9,9,0.112259403695,0.0647546577785
44147081,58.1666666667,1.0,1,6,6,0.114851531444,0.121948657729
44230328,63.5,1.0,1,2,2,0.114931031113,0.0932081652124
44038135,67.09375,1.0,1,32,32,0.115085923228,0.0867472766527
44179448,11.5,1.25,1,4,4,0.118245063398,0.0759901218194
43975115,98.2380952381,1.85714285714,1,21,21,0.119177438186,0.0687495224944
