worker,duration,output.relations_noOffset.count,job,judgment,unit,wqs,wqs_initial
7265244,38.0,2.0,1,1,1,0.0,0.0
43708576,103.0,1.0,1,1,1,7.17065482505e-06,0.00608040379113
18969291,6.0,1.0,1,1,1,1.17256885783e-05,0.00636336290268
40703758,139.25,1.0,1,4,4,2.28007820242e-05,0.00111398495977
44209263,28.0,2.0,1,1,1,0.00141234862165,0.019090088708
44276053,381.0,2.0,1,1,1,0.0059664258307,0.0211663212163
44162427,212.8,1.0,1,15,15,0.00819677635232,0.0195433387485
44217106,45.4375,1.0,1,16,16,0.00848150798099,0.0261348463328
44064888,107.571428571,1.0,1,7,7,0.00979324268753,0.029951789301
25496660,10.0,1.0,1,1,1,0.0101129850498,0.0542165257524
43959305,13.0,1.0,1,1,1,0.010225880729,0.0771192233953
43939704,15.0,1.0,1,1,1,0.010225880729,0.0771192233953
27597031,10.0,1.0,1,3,3,0.0102497416914,0.0257890726926
44031573,38.0,1.0,1,5,5,0.0109112230883,0.0148544762805
44191955,21.1,1.0,1,10,10,0.0114980291709,0.0335829318946
36891115,40.72,1.04,1,25,25,0.0149056750617,0.0218474394848
44228548,120.0,1.0,1,1,1,0.0151443252681,0.0227302081193
43984981,98.5454545455,1.04545454545,1,22,22,0.0155200261612,0.0306544603679
28526462,53.0,1.0,1,1,1,0.0173609523424,0.0311739843194
15261099,7.0,1.0,1,1,1,0.0242012373033,0.0630818103019
44005605,99.3333333333,1.0,1,9,9,0.0289811291099,0.0387695184068
41601719,67.5,4.5,1,2,2,0.0327502553025,0.0228518334763
17950689,87.4893617021,1.0,1,47,47,0.0348248921724,0.0441735319492
43611950,22.5,1.75,1,4,4,0.0397011648554,0.0354309947765
44170083,82.9285714286,1.07142857143,1,28,28,0.0439559320799,0.0507552474259
44176903,55.75,1.25,1,4,4,0.0489016877702,0.0262296042677
44230164,91.6,2.0,1,5,5,0.0490934080856,0.0820813163103
44126671,28.5,1.0,1,4,4,0.0509161966994,0.0572097605095
44282818,49.5,1.0,1,2,2,0.0516168325822,0.132534996473
44215146,84.0,1.0,1,2,2,0.0517765960385,0.0935781020496
44233968,24.5,1.0,1,2,2,0.0517765960385,0.0935781020496
41127744,48.9666666667,1.13333333333,1,30,30,0.0534656746112,0.0560309590655
44054282,98.9,1.8,1,10,10,0.0557703904465,0.0905229560392
34366329,62.0,1.0,1,1,1,0.0569140453553,0.0571092189203
44101328,80.0,2.0,1,1,1,0.0584442315844,0.05337607607
