unitId,submittedAt,judgmentId,startedAt,_tainted,_channel,_trust,workerId,_country,_region,_city,_ip,hiddeninput,keyframeid,selected_answer,ctunitid,description,descriptiontags,hiddeninput_gold,imagelocation,imagetags,keyframeid_gold,selected_answer_gold,subtitles,subtitletags,videolocation
1856509899,8/20/2018 18:40:05,3990340198,8/20/2018 18:39:51,false,clixsense,1,40712302,GBR,J8,Nottingham,79.67.129.26,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:07:38,3990381441,8/20/2018 19:07:29,false,clixsense,1,40925305,CAN,QC,Montréal,70.29.226.210,,entity/admin/unit/8559,"[""Astronaut"",""Scientist""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:19:02,3990407780,8/20/2018 19:18:52,false,imerit_india,1,44399792,USA,LA,New Orleans,108.236.70.14,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:20:32,3990410322,8/20/2018 19:20:14,false,elite,1,44185847,USA,FL,Miami,192.240.98.162,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:27:03,3990420566,8/20/2018 19:26:19,false,imerit_india,1,42395899,USA,LA,New Orleans,108.236.70.14,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:33:17,3990432133,8/20/2018 19:32:52,false,clixsense,1,15117831,GBR,F8,Letchworth,2.24.220.103,,entity/admin/unit/8559,"[""Astronaut"",""Scientist""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:44:04,3990449904,8/20/2018 19:43:36,false,elite,1,44378354,USA,CO,Colorado Springs,174.24.50.107,,entity/admin/unit/8559,"[""Astronaut"",""Other""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 19:51:45,3990466808,8/20/2018 19:50:59,false,instagc,1,29289135,CAN,QC,Saint-hubert,174.91.247.59,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 20:08:58,3990496768,8/20/2018 20:08:49,false,elite,1,43812869,GBR,R3,Belfast,82.7.141.63,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 20:28:48,3990538140,8/20/2018 20:28:10,false,instagc,1,23287154,USA,CA,Napa,73.252.177.127,,entity/admin/unit/8559,"[""Astronaut"",""Scientist""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 21:15:39,3990631402,8/20/2018 21:15:29,false,prodege,1,3587109,CAN,NS,Inverness,99.192.21.235,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 22:49:07,3990826397,8/20/2018 22:48:53,false,clixsense,1,32173740,AUS,2,Sydney,120.154.73.121,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/20/2018 23:04:39,3990850832,8/20/2018 23:04:19,false,instagc,1,30145358,CAN,QC,Jonquière,96.21.132.139,,entity/admin/unit/8559,"[""Astronaut"",""Presenter""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856509899,8/21/2018 00:03:15,3990947162,8/21/2018 00:02:27,false,instagc,1,28577612,USA,KY,Hopkinsville,104.53.230.194,,entity/admin/unit/8559,"[""Astronaut""]",entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
