_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,keyframeid,selected_answer,selectedtags_desc,selectedtags_subs,selectedtags_tags,ctunitid,description,descriptiontags,hiddeninput_gold,imagelocation,imagetags,keyframeid_gold,selected_answer_gold,selectedtags_desc_gold,selectedtags_subs_gold,selectedtags_tags_gold,subtitles,subtitletags,videolocation
1856543729,8/29/2018 08:54:08,4013193103,8/29/2018 08:53:31,false,prodege,1,39740855,CAN,ON,Richmond Hill,69.159.54.6,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 10:03:13,4013287341,8/29/2018 10:02:57,false,prodege,1,15555970,GBR,C9,Workington,86.181.151.178,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""4_###_photograph"",""c3_###_technology"",""c4_###_equipment"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 10:56:22,4013380117,8/29/2018 10:55:43,false,clixsense,1,6576528,CAN,SK,Regina,24.72.133.122,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""3_###_strange"",""c3_###_technology"",""c4_###_equipment"",""i1_###_hardware"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 12:01:25,4013479228,8/29/2018 12:01:06,false,instagc,1,15176395,USA,IN,Indianapolis,50.195.163.121,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""4_###_photograph"",""i2_###_technology"",""i4_###_computer""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 12:15:04,4013505367,8/29/2018 12:10:54,false,prodege,1,40988797,CAN,NS,Mabou,142.134.65.174,,entity/admin/unit/8559,"[""1_###_astronaut"",""2_###_samantha""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 12:23:38,4013519383,8/29/2018 12:23:26,false,prodege,1,4316379,CAN,ON,Windsor,24.57.73.123,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 12:39:33,4013543170,8/29/2018 12:38:56,false,gifthunterclub,1,44453708,CAN,BC,Burnaby,104.218.63.37,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha"",""c3_###_technology""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 13:16:59,4013605714,8/29/2018 13:16:35,false,neodev,1,41746613,GBR,H3,Leeds,90.241.37.139,,entity/admin/unit/8559,"[""2_###_samantha"",""3_###_strange"",""4_###_photograph""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 13:43:56,4013654942,8/29/2018 13:43:38,false,keeprewarding,1,44637936,CAN,NS,Halifax,142.134.22.124,,entity/admin/unit/8559,"[""1_###_astronaut"",""2_###_samantha""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856543729,8/29/2018 13:52:38,4013672287,8/29/2018 13:52:09,false,clixsense,1,6432269,USA,OH,Macedonia,104.230.115.153,,entity/admin/unit/8559,"[""0_###_Italian"",""1_###_astronaut"",""2_###_samantha""]",,,,entity/admin/unit/8559,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
