_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,e_abort,e_canplay,e_canplaythrough,e_durationchange,e_emptied,e_ended,e_error,e_loadeddata,e_loadedmetadata,e_loadstart,e_pause,e_play,e_playing,e_progress,e_ratechange,e_seeked,e_seeking,e_stalled,e_suspend,e_timeupdate,e_volumechange,e_waiting,hiddeninput,keyframeid,notpossible,taggedindescription,taggedinsubtitles,ctunitid,description,descriptiontags,e_abort_gold,e_canplay_gold,e_canplaythrough_gold,e_durationchange_gold,e_emptied_gold,e_ended_gold,e_error_gold,e_loadeddata_gold,e_loadedmetadata_gold,e_loadstart_gold,e_pause_gold,e_play_gold,e_playing_gold,e_progress_gold,e_ratechange_gold,e_seeked_gold,e_seeking_gold,e_stalled_gold,e_suspend_gold,e_timeupdate_gold,e_volumechange_gold,e_waiting_gold,hiddeninput_gold,imagelocation,imagetags,keyframeid_gold,notpossible_gold,subtitles,subtitletags,taggedindescription_gold,taggedinsubtitles_gold,videolocation
1856663376,9/2/2018 18:26:16,4024762965,9/2/2018 18:25:43,false,prodege,1,11131207,CAN,ON,Ajax,99.231.237.220,0,1,1,2,0,1,0,1,1,0,1,1,1,10,0,0,0,0,2,23,0,1,,entity/admin/unit/8559,,[],"[""Italian"",""astronaut"",""samantha"",""she's""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 19:01:10,4024810821,9/2/2018 19:00:57,false,prodege,1,3587109,CAN,NS,Baddeck,99.192.30.81,0,1,1,2,0,1,0,1,1,0,1,1,1,14,0,0,0,0,3,24,0,0,,entity/admin/unit/8559,,[],"[""astronaut"",""photograph""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 19:02:21,4024812165,9/2/2018 19:02:02,false,neodev,1,41746613,GBR,"","",90.243.135.228,0,1,1,2,0,1,0,1,1,0,1,1,1,6,0,0,0,0,3,24,0,0,,entity/admin/unit/8559,,[],"[""astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 19:33:09,4024850747,9/2/2018 19:32:50,false,prodege,1,15965551,GBR,D8,Durham,109.181.10.192,0,1,1,1,0,1,0,1,1,0,1,1,1,7,0,0,0,0,3,23,0,0,,entity/admin/unit/8559,,[],"[""astronaut"",""samantha"",""cristoforetti""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 19:33:50,4024851599,9/2/2018 19:33:40,false,keeprewarding,1,44637936,CAN,NS,Halifax,142.134.22.124,0,1,1,1,0,1,0,1,1,0,1,1,1,12,0,0,0,0,3,23,0,0,,entity/admin/unit/8559,,[],"[""Italian"",""astronaut"",""samantha"",""cristoforetti"",""strange"",""photograph""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 20:12:10,4024900121,9/2/2018 20:11:35,false,instagc,1,23503585,CAN,SK,Saskatoon,207.195.120.146,0,1,1,1,0,1,0,1,1,0,1,1,1,17,0,0,0,0,3,23,0,0,,entity/admin/unit/8559,,[],"[""Italian astronaut samantha cristoforetti uploads a strange photograph""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 20:26:48,4024921219,9/2/2018 20:26:14,false,clixsense,1,6367365,USA,LA,Monroe,144.163.193.8,0,1,1,2,0,1,0,1,1,0,2,2,2,26,0,0,0,0,3,26,0,0,,entity/admin/unit/8559,,[],"[""Italian"",""astronaut"",""samantha cristoforetti"",""she's""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 20:30:38,4024925732,9/2/2018 20:30:15,false,elite,1,31883685,GBR,I2,Manchester,2.98.53.46,0,1,1,1,0,1,0,1,1,0,1,1,1,12,0,0,0,0,10,23,0,0,,entity/admin/unit/8559,,[],"[""astronaut"",""samantha cristoforetti""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 20:32:41,4024928376,9/2/2018 20:32:31,false,instagc,1,44803262,CAN,ON,Tecumseh,24.55.243.53,0,1,1,1,0,1,0,1,1,0,1,1,1,10,0,0,0,0,3,23,0,0,,entity/admin/unit/8559,,[],"[""Italian"",""astronaut"",""samantha"",""cristoforetti"",""uploads"",""a"",""strange"",""photograph""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 20:50:57,4024952031,9/2/2018 20:50:25,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,0,2,2,1,0,1,0,1,1,0,1,1,2,14,0,0,0,0,7,26,0,1,,entity/admin/unit/8559,,[],"[""Italian"",""astronaut"",""samantha"",""cristoforetti"",""she's""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/2/2018 22:49:12,4025112328,9/2/2018 22:48:54,false,prodege,1,15439740,AUS,02,Figtree,203.219.20.189,0,1,1,1,0,1,0,1,1,0,1,1,1,11,0,0,0,0,2,17,0,0,,entity/admin/unit/8559,,[],"[""astronaut"",""samantha"",""cristoforetti"",""photograph""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/3/2018 00:59:19,4025267246,9/3/2018 00:59:07,false,clixsense,1,40925305,CAN,QC,Montréal,69.159.171.115,0,1,1,1,0,1,0,1,1,0,1,1,1,8,0,0,0,0,8,23,0,0,,entity/admin/unit/8559,,[],"[""astronaut"",""samantha cristoforetti"",""she's""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/3/2018 01:52:54,4025335857,9/3/2018 01:52:36,false,instagc,1,15298546,USA,OH,Lorain,72.160.159.74,0,1,1,1,0,1,0,1,1,0,1,1,1,14,0,0,0,0,3,23,0,0,,entity/admin/unit/8559,,[],"[""Italian"",""astronaut"",""samantha"",""cristoforetti"",""uploads"",""a"",""strange"",""photograph"",""she's""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
1856663376,9/3/2018 02:55:16,4025411566,9/3/2018 02:54:32,false,neodev,1,44809353,USA,CA,Alameda,206.189.194.37,0,1,1,1,0,1,0,1,1,0,1,1,1,12,0,0,0,0,5,25,0,0,,entity/admin/unit/8559,,[],"[""astronaut""]",entity/admin/unit/8559,,,,,,,,,,,,,,,,,,,,,,,,,,https://joran.org/ct/entity.admin.unit.2649/8559.png,industry__c0_###_grinder__c1_###_production__c2_###_technology__c3_###_equipment__c4_###_central processing unit__i0_###_hardware__i1_###_technology__i2_###_business__i3_###_computer__i4_###_,,,Italian astronaut samantha cristoforetti uploads a strange photograph she's taken,Italian__0_###_astronaut__1_###_samantha__2_###_strange__3_###_photograph__4_###_,,,https://joran.org/ct/entity.admin.unit.2649/8559.mp4
