!amt_annotation_ids,!amt_worker_ids,orig_id,response,gold,start,end,hypothesis,task,text
QYGZXTXJVZ2ZM9ZE32TZ6JJZWZ5T6YHZY8ZPAGFZ,A2K5ICP43ML4PW,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZZRBZ6FH45T5ZVNYR6R9Z,A15L6WGIK3VU7N,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZRKFZ26N8J0KZNDW94WMZ,AHPSMRLKAEJV,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZWHHZS9YQHWHR4R4VVW0Z,A25QX7IUS1KI5E,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZ0WPZYAYNMWWZWXYZ6YK0,A2RV3FIO3IAZS,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZF3SZPVY09TF4VPZKBXYZ,ATP8SOHDM9QOY,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZG8DZN0031YPC18ZVHVS0,A18941IO2ZZWW6,25,1,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZTZTZXMMXY2E8NRZJT3Y0,A14JQX7IFAICP0,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZ58W8J91SYHEEZE915X60,A1GD3MQELM1R9M,25,0,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
QYGZXTXJVZ2ZM9ZE32TZ1W1CXYYCJYNCP9X1Q1YZ,A11GX90QFWDLMM,25,1,0,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,Two films won six Oscars.,IR,"The film was the evening&apos;s big winner, bagging the prestigious best picture Oscar to bring its tally to six."
