_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,selectedtags_desc,orig__created_at,_pos_tags_vb,orig__unit_id,_updated_at,doc_id,ev0a_gold,ev0a_gold_reason,ev10a_gold,ev10a_gold_reason,ev11a_gold,ev11a_gold_reason,ev12a_gold,ev12a_gold_reason,ev13a_gold,ev13a_gold_reason,ev14a_gold,ev14a_gold_reason,ev15a_gold,ev15a_gold_reason,ev16a_gold,ev16a_gold_reason,ev17a_gold,ev17a_gold_reason,ev18a_gold,ev18a_gold_reason,ev19a_gold,ev19a_gold_reason,ev1a_gold,ev1a_gold_reason,ev20a_gold,ev20a_gold_reason,ev21a_gold,ev21a_gold_reason,ev22a_gold,ev22a_gold_reason,ev23a_gold,ev23a_gold_reason,ev24a_gold,ev24a_gold_reason,ev25a_gold,ev25a_gold_reason,ev26a_gold,ev26a_gold_reason,ev27a_gold,ev27a_gold_reason,ev28a_gold,ev28a_gold_reason,ev29a_gold,ev29a_gold_reason,ev2a_gold,ev2a_gold_reason,ev3a_gold,ev3a_gold_reason,ev4a_gold,ev4a_gold_reason,ev5a_gold,ev5a_gold_reason,ev6a_gold,ev6a_gold_reason,ev7a_gold,ev7a_gold_reason,ev8a_gold,ev8a_gold_reason,ev9a_gold,ev9a_gold_reason,event0_gold,event0_gold_reason,event10_gold,event10_gold_reason,event11_gold,event11_gold_reason,event12_gold,event12_gold_reason,event13_gold,event13_gold_reason,event14_gold,event14_gold_reason,event15_gold,event15_gold_reason,event16_gold,event16_gold_reason,event17_gold,event17_gold_reason,event18_gold,event18_gold_reason,event19_gold,event19_gold_reason,event1_gold,event1_gold_reason,event20_gold,event20_gold_reason,event21_gold,event21_gold_reason,event22_gold,event22_gold_reason,event23_gold,event23_gold_reason,event24_gold,event24_gold_reason,event25_gold,event25_gold_reason,event26_gold,event26_gold_reason,event27_gold,event27_gold_reason,event28_gold,event28_gold_reason,event29_gold,event29_gold_reason,event2_gold,event2_gold_reason,event3_gold,event3_gold_reason,event4_gold,event4_gold_reason,event5_gold,event5_gold_reason,event6_gold,event6_gold_reason,event7_gold,event7_gold_reason,event8_gold,event8_gold_reason,event9_gold,event9_gold_reason,event_lemma,event_tokens,events,events_count,hiddeninput_gold,index,notpossible_gold,notpossible_gold_reason,original_sentence,processed_sentence,selectedtags_desc_gold,sentence,sentence_id,stanford_lemmas,stanford_pos_tags,tokens,validate_verbs
1883297207,8/31/2018 08:18:12,4019711384,8/31/2018 08:11:44,false,clixsense,1,6481150,AUS,08,Mosman Park,60.224.228.96,,"[""$ 10.1__129__135"",""reported__38__46"",""fell__72__76"",""$ 9.5__86__91""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 12:54:17,4020084477,8/31/2018 12:53:54,false,instagc,1,23503585,CAN,SK,Regina,207.47.131.166,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 13:17:50,4020127550,8/31/2018 13:08:28,false,prodege,1,38202325,USA,ME,Limestone,98.13.82.121,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 15:19:40,4020371123,8/31/2018 15:17:38,false,prodege,1,11131207,CAN,ON,Ajax,99.231.237.220,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 16:54:04,4020603265,8/31/2018 16:53:36,false,elite,1,43887010,USA,TX,Dallas,198.96.95.174,,"[""reported__38__46""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 18:25:53,4020822025,8/31/2018 18:25:30,false,elite,1,39017656,CAN,BC,Kelowna,24.71.170.141,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 18:27:55,4020828243,8/31/2018 18:27:38,false,gifthunterclub,1,44453708,CAN,BC,Coquitlam,71.19.251.144,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 21:17:37,4021252813,8/31/2018 21:17:28,false,instagc,1,23287154,USA,CA,Napa,73.252.177.127,,"[""reported__38__46"",""fell__72__76""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 21:59:16,4021335631,8/31/2018 21:58:58,false,gifthunterclub,1,43861575,USA,"","",64.190.117.207,,"[""$ 10.1__129__135""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
1883297207,8/31/2018 23:11:50,4021510056,8/31/2018 23:11:35,false,elite,1,44369755,USA,TX,Dallas,198.96.95.182,,"[""reported__38__46""]",,,,,wsj_1033.tml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 10.1__129__135###reported__38__46###fell__72__76###$ 9.5__86__91,4,,,,,"Separately, Esselte Business Systems reported third-quarter net income fell 5.9% to $9.5 million, or 46 cents a share, from $10.1 million, or 49 cents a share, in the year-ago period.","Separately , Esselte Business Systems reported third-quarter net income fell 5.9 % to $ 9.5 million , or 46 cents a share , from $ 10.1 million , or 49 cents a share , in the year-ago period . ",,,11,,,39,
