_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,term1,b1,e1,b2,term2,e2,sent_id,sentence,input_relations,output_relations
897534786,3/24/2016 17:57:02,1933498788,3/24/2016 17:56:23,false,prodege,0.9724,3587109,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,top_member_employee_of_org
897534786,3/24/2016 18:05:23,1933504209,3/24/2016 18:05:01,false,clixsense,0.9667,21665495,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,place_of_death
897534786,3/24/2016 18:07:31,1933505542,3/24/2016 18:04:46,false,neodev,0.9443,33110177,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,employee_or_member_of
897534786,3/24/2016 19:02:00,1933542791,3/24/2016 18:58:54,false,neodev,0.9417,16854635,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,NONE
897534786,3/24/2016 19:31:55,1933572756,3/24/2016 19:30:21,false,clixsense,0.9543,6344072,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,employee_or_member_of
897534786,3/24/2016 19:48:27,1933609493,3/24/2016 19:45:19,false,clixsense,0.9466,21490235,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,employee_or_member_of
897534786,3/24/2016 20:13:04,1933677052,3/24/2016 20:12:22,false,neodev,0.8979,36837746,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,employee_or_member_of
897534786,3/24/2016 20:19:39,1933695297,3/24/2016 20:12:12,false,clixsense,0.9605,33878524,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,employee_or_member_of
897534786,3/24/2016 20:29:10,1933721010,3/24/2016 20:25:42,false,clixsense,0.9374,8108990,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,employee_or_member_of
897534786,3/24/2016 20:56:16,1933807789,3/24/2016 20:55:01,false,instagc,0.943,33330229,NA,NA,NA,NA,Karim Benzema,6,8,3,Lyon,4,UAD-A-1535,"On Wednesday , Lyon led through Karim Benzema 's 26th goal of the season in the 55th minute , but Carlos Tevez leveled in the 87th .",employee_or_member_of top_member_employee_of_org schools_attended founded_org origin alternate_names place_of_birth place_of_death subsidiaries places_of_residence place_of_headquarters spouse children title,NONE
