_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,explanation,hiddeninput,relations,events1,explanation_gold,hiddeninput_gold,pair1,pair2,pair3,pair4,pair5,pair6,relations_gold,sentence1,sentence1_id
1540177788,1/16/2018 13:01:33,3270091633,1/16/2018 13:00:49,false,neodev,1,44235614,GBR,H9,London,46.101.72.68,,,"[""knocked_96_103--shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:03:59,3270099068,1/16/2018 13:03:33,false,elite,1,31883685,GBR,N2,Stockport,2.98.56.112,,,"[""shot_138_142--killed_74_80""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:21:11,3270156203,1/16/2018 13:20:31,false,clixsense,1,31988217,GBR,U8,Edinburgh,86.184.145.128,,,"[""knocked_96_103--shot_138_142"",""shot_138_142--killed_74_80""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:25:09,3270168881,1/16/2018 13:21:28,false,prodege,1,11131207,CAN,ON,Whitby,99.232.31.152,,,"[""knocked_96_103--shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:32:18,3270194120,1/16/2018 13:31:35,false,elite,1,44231434,USA,CA,San Francisco,104.236.167.164,,,"[""knocked_96_103--shot_138_142"",""knocked_96_103-r-working_37_44"",""shot_138_142--working_37_44"",""shot_138_142-r-working_37_44""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:38:46,3270217103,1/16/2018 13:38:25,false,clixsense,1,24835873,GBR,I2,Manchester,79.76.124.191,,,"[""shot_138_142--killed_74_80""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:40:01,3270222836,1/16/2018 13:38:45,false,elite,1,44220760,USA,FL,Miami,23.27.248.221,,,"[""knocked_96_103--shot_138_142"",""knocked_96_103-r-shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:42:09,3270231722,1/16/2018 13:40:55,false,elite,1,44142832,USA,FL,Miami,23.27.248.98,,,"[""knocked_96_103--shot_138_142"",""knocked_96_103-r-shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:44:03,3270239998,1/16/2018 13:43:28,false,elite,1,43983782,USA,VA,Manassas,207.244.89.90,,,"[""knocked_96_103-r-shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:44:08,3270240345,1/16/2018 13:42:22,false,elite,1,44039290,USA,FL,Miami,23.27.248.98,,,"[""knocked_96_103--shot_138_142"",""knocked_96_103-r-shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:50:59,3270273760,1/16/2018 13:50:53,false,gifthunterclub,1,44189114,USA,GA,Atlanta,104.129.18.227,,,"[""knocked_96_103-r-shot_138_142"",""knocked_96_103-r-working_37_44"",""shot_138_142-r-working_37_44""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:58:27,3270298153,1/16/2018 13:56:55,false,elite,1,44000728,USA,VA,Manassas,199.115.116.178,,,"[""shot_138_142--killed_74_80""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 13:58:46,3270298521,1/16/2018 13:58:27,false,neodev,1,43741430,USA,CA,San Francisco,104.236.167.96,,,"[""knocked_96_103--shot_138_142""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 14:01:20,3270303446,1/16/2018 13:59:46,false,prodege,1,38202325,USA,ME,Limestone,98.13.82.121,,,"[""knocked_96_103-r-working_37_44"",""shot_138_142--killed_74_80""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177788,1/16/2018 14:23:49,3270375828,1/16/2018 14:23:25,false,gifthunterclub,1,43975115,USA,VA,Manassas,207.244.83.114,,,"[""knocked_96_103--killed_74_80""]",knocked_96_103###shot_138_142###working_37_44###killed_74_80,,,"knocked_96_103, shot_138_142","knocked_96_103, working_37_44","knocked_96_103, killed_74_80","shot_138_142, working_37_44","shot_138_142, killed_74_80","working_37_44, killed_74_80",,"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said .",16_8ecbplus.xml_3
1540177789,1/16/2018 21:08:02,3271376133,1/16/2018 21:06:59,false,instagc,1,19838540,USA,AL,Mobile,68.63.67.24,,,"[""hearing_45_52--ruling_62_68""]",hearing_45_52###put_80_83###death_87_92###laughed_23_30###ruling_62_68,,,"hearing_45_52, put_80_83","hearing_45_52, death_87_92","hearing_45_52, laughed_23_30","hearing_45_52, ruling_62_68","put_80_83, death_87_92","put_80_83, laughed_23_30",,A convicted cop killer laughed Tuesday after hearing a jury's ruling that he be put to death .,16_9ecbplus.xml_3
