_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,explanation,hiddeninput,relations,events1,explanation_gold,hiddeninput_gold,pair1,pair2,pair3,pair4,pair5,pair6,relations_gold,sentence1,sentence1_id
1540141896,1/12/2018 20:31:17,3259676420,1/12/2018 20:30:47,false,elite,1,43887314,GBR,"","",89.238.166.245,,,"[""burned_23_29-r-pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/12/2018 21:10:30,3259829087,1/12/2018 21:10:09,false,neodev,1,16854635,USA,OH,Lakewood,70.187.74.147,,,"[""burned_23_29-r-pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/12/2018 21:35:45,3259920633,1/12/2018 21:21:13,false,neodev,1,31613324,USA,IL,Round Lake,73.72.231.248,,,"[""burned_23_29-r-foul play_36_45""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/12/2018 21:46:05,3259961667,1/12/2018 21:44:29,false,coinworker,1,44199127,USA,FL,Tampa,68.200.143.33,,,"[""burned_23_29-r-foul play_36_45"",""foul play_36_45-r-pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/12/2018 21:59:10,3260007230,1/12/2018 21:58:38,false,coinworker,1,44133399,GBR,M2,Solihull,164.39.33.7,,,"[""burned_23_29--foul play_36_45"",""burned_23_29-r-pattern_85_92"",""foul play_36_45-r-pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/13/2018 01:01:53,3260689467,1/13/2018 01:01:04,false,elite,1,43883205,USA,CA,San Jose,23.27.245.73,,,"[""foul play_36_45-r-pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/13/2018 01:40:43,3260824286,1/13/2018 01:40:16,false,neodev,1,44063920,USA,NY,New York,138.197.160.42,Now that the Dairy,,"[""no_causal_relation""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/13/2018 02:32:57,3260990136,1/13/2018 02:24:58,false,elite,1,44215825,USA,GA,Atlanta,107.181.164.31,,,"[""burned_23_29--pattern_85_92"",""burned_23_29-r-pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/13/2018 02:58:44,3261078231,1/13/2018 02:58:00,false,instagc,1,18386513,USA,TN,Knoxville,98.70.99.50,,,"[""burned_23_29-r-foul play_36_45""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
1540141896,1/13/2018 03:05:42,3261099865,1/13/2018 03:05:10,false,clixsense,1,6367365,USA,AR,Russellville,75.121.21.234,,,"[""burned_23_29-r-foul play_36_45"",""burned_23_29--pattern_85_92""]",burned_23_29###foul play_36_45###pattern_85_92,,,"burned_23_29, foul play_36_45","burned_23_29, pattern_85_92","foul play_36_45, pattern_85_92",,,,,"Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",13_4ecbplus.xml_34
