_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,explanation,hiddeninput,relations,events1,explanation_gold,hiddeninput_gold,pair1,pair2,pair3,pair4,pair5,pair6,relations_gold,sentence1,sentence1_id
1540216418,2/19/2018 21:20:36,3386417607,2/19/2018 21:20:23,false,clixsense,1,28335646,GBR,A7,Birmingham,90.255.75.20,,,"[""struggling_96_106--ended_76_81""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:22:32,3386421253,2/19/2018 21:22:01,false,elite,1,44307472,USA,IL,Chicago,167.160.172.56,,,"[""struggling_96_106--ended_76_81"",""struggling_96_106-r-ended_76_81"",""struggling_96_106--right_43_48"",""struggling_96_106-r-right_43_48"",""struggling_96_106--round_70_75"",""struggling_96_106-r-round_70_75"",""fifth_56_61--ended_76_81"",""fifth_56_61-r-ended_76_81"",""fifth_56_61--right_43_48"",""fifth_56_61-r-right_43_48"",""fifth_56_61--round_70_75"",""fifth_56_61-r-round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:29:12,3386437509,2/19/2018 21:28:15,false,clixsense,1,6576528,CAN,SK,Regina,24.72.133.122,,,"[""fifth_56_61--round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:30:48,3386442071,2/19/2018 21:30:19,false,elite,1,44306048,USA,IL,Aurora,68.235.36.121,,,"[""struggling_96_106--ended_76_81"",""struggling_96_106-r-ended_76_81"",""struggling_96_106--right_43_48"",""struggling_96_106-r-right_43_48"",""struggling_96_106--round_70_75"",""struggling_96_106-r-round_70_75"",""fifth_56_61--ended_76_81"",""fifth_56_61-r-ended_76_81"",""fifth_56_61--right_43_48"",""fifth_56_61-r-right_43_48"",""fifth_56_61--round_70_75"",""fifth_56_61-r-round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:34:17,3386449045,2/19/2018 21:32:47,false,instagc,1,19838540,USA,AL,Mobile,68.63.67.24,,,"[""struggling_96_106-r-round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:35:02,3386450310,2/19/2018 21:34:15,false,elite,1,44243615,USA,NY,New York,138.197.174.154,,,"[""struggling_96_106--ended_76_81""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:38:14,3386456213,2/19/2018 21:35:11,false,elite,1,44338739,USA,NY,New York,159.89.145.130,,,"[""struggling_96_106--ended_76_81"",""struggling_96_106-r-right_43_48"",""struggling_96_106-r-round_70_75"",""fifth_56_61-r-ended_76_81""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:43:08,3386465970,2/19/2018 21:42:28,false,elite,1,44279073,CAN,QC,Montréal,167.114.159.186,,,"[""struggling_96_106--ended_76_81""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:44:16,3386468576,2/19/2018 21:43:37,false,elite,1,44277809,USA,IL,Aurora,68.235.36.121,,,"[""struggling_96_106--ended_76_81"",""struggling_96_106-r-ended_76_81"",""struggling_96_106--right_43_48"",""struggling_96_106-r-right_43_48"",""struggling_96_106--round_70_75"",""struggling_96_106-r-round_70_75"",""fifth_56_61--ended_76_81"",""fifth_56_61-r-ended_76_81"",""fifth_56_61--right_43_48"",""fifth_56_61-r-right_43_48"",""fifth_56_61--round_70_75"",""fifth_56_61-r-round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:52:29,3386484523,2/19/2018 21:50:59,false,prodege,1,15925358,CAN,BC,Kamloops,174.4.189.241,,,"[""struggling_96_106-r-right_43_48""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:57:03,3386494340,2/19/2018 21:55:34,false,elite,1,44144187,USA,MN,Saint Paul,192.119.168.233,,,"[""struggling_96_106--ended_76_81"",""struggling_96_106-r-ended_76_81"",""struggling_96_106--right_43_48"",""struggling_96_106-r-right_43_48"",""struggling_96_106--round_70_75"",""struggling_96_106-r-round_70_75"",""fifth_56_61--ended_76_81"",""fifth_56_61-r-ended_76_81"",""fifth_56_61--right_43_48"",""fifth_56_61-r-right_43_48"",""fifth_56_61--round_70_75"",""fifth_56_61-r-round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:57:22,3386494998,2/19/2018 21:56:47,false,clixsense,1,40925305,CAN,QC,Montréal,70.24.236.150,,,"[""struggling_96_106-r-right_43_48""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:58:51,3386497946,2/19/2018 21:56:19,false,prodege,1,41161616,GBR,N9,Swindon,95.149.89.34,,,"[""struggling_96_106--ended_76_81""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
1540216418,2/19/2018 21:59:56,3386500497,2/19/2018 21:59:05,false,prodege,1,38202325,USA,ME,Limestone,98.13.82.121,,,"[""struggling_96_106--ended_76_81"",""fifth_56_61--right_43_48"",""fifth_56_61-r-round_70_75""]",landed_18_24###struggling_96_106###fifth_56_61###ended_76_81###right_43_48###round_70_75,,,"struggling_96_106, ended_76_81","struggling_96_106, right_43_48","struggling_96_106, round_70_75","fifth_56_61, ended_76_81","fifth_56_61, right_43_48","fifth_56_61, round_70_75",,"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes .",7_3ecbplus.xml_16
