_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,explanation,hiddeninput,relations,events1,explanation_gold,hiddeninput_gold,pair1,pair2,pair3,pair4,pair5,pair6,relations_gold,sentence1,sentence1_id
1540212482,2/15/2018 01:01:21,3369121791,2/15/2018 01:00:13,false,prodege,1,38202325,USA,ME,Limestone,98.13.82.121,,,"[""statement_116_125--released_126_134"",""disappointing_9_22-r-hear_26_30""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:01:28,3369122012,2/15/2018 00:59:15,false,elite,1,44256721,USA,NY,New York,138.197.166.169,,,"[""statement_116_125--disappointing_9_22""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:08:33,3369139004,2/15/2018 01:08:08,false,prodege,1,4316379,CAN,ON,Windsor,24.57.73.123,no valid link,,"[""no_causal_relation""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:11:37,3369146286,2/15/2018 01:07:44,false,prodege,1,11131207,CAN,ON,Whitby,99.232.31.152,,,"[""statement_116_125-r-released_126_134""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:24:41,3369183097,2/15/2018 01:23:23,false,instagc,1,29289135,CAN,QC,Brossard,174.91.246.157,None caused the other,,"[""no_causal_relation""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:26:45,3369188542,2/15/2018 01:25:59,false,elite,1,44220382,CAN,AB,Drayton Valley,24.65.4.240,,,"[""statement_116_125-r-disappointing_9_22"",""statement_116_125-r-hear_26_30"",""disappointing_9_22-r-released_126_134"",""disappointing_9_22-r-hear_26_30"",""released_126_134-r-hear_26_30""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:28:25,3369192554,2/15/2018 01:28:06,false,gifthunterclub,1,43884271,USA,GA,Atlanta,216.189.147.30,,,"[""statement_116_125--disappointing_9_22""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:48:31,3369244349,2/15/2018 01:48:16,false,gifthunterclub,1,43861575,USA,CA,Irvine,167.160.84.220,,,"[""statement_116_125--released_126_134""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:52:10,3369256986,2/15/2018 01:51:16,false,gifthunterclub,1,43858672,USA,"","",64.190.117.114,,,"[""statement_116_125--disappointing_9_22""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
1540212482,2/15/2018 01:56:03,3369268705,2/15/2018 01:55:00,false,gifthunterclub,1,44054204,USA,TX,Dallas,69.12.94.89,,,"[""statement_116_125--disappointing_9_22"",""statement_116_125-r-hear_26_30""]",statement_116_125###disappointing_9_22###released_126_134###hear_26_30,,,"statement_116_125, disappointing_9_22","statement_116_125, released_126_134","statement_116_125, hear_26_30","disappointing_9_22, released_126_134","disappointing_9_22, hear_26_30","released_126_134, hear_26_30",,"“ It ’ s disappointing to hear about the issue involving Jamal Williams , ” general manager A . J . Smith said in a statement released by the team .",35_10ecbplus.xml_8
